,beta_10d,beta_1d,beta_20d,beta_21d,beta_5d,bm_ratio_10d,bm_ratio_1d,bm_ratio_20d,bm_ratio_21d,bm_ratio_5d,cfp_ratio_21d,ep_ratio_21d,market_cap_log_10d,market_cap_log_1d,market_cap_log_20d,market_cap_log_21d,market_cap_log_5d,momentum_20d_10d,momentum_20d_1d,momentum_20d_20d,momentum_20d_21d,momentum_20d_5d,momentum_2_1_10d,momentum_2_1_1d,momentum_2_1_20d,momentum_2_1_5d,pe_ttm_inv_10d,pe_ttm_inv_1d,pe_ttm_inv_20d,pe_ttm_inv_21d,pe_ttm_inv_5d,sp_ratio_21d,turnover_rate_abnormal_20d_10d,turnover_rate_abnormal_20d_1d,turnover_rate_abnormal_20d_20d,turnover_rate_abnormal_20d_5d,value_composite_21d
2018-06-27,,,0.002392772857157923,,,-0.006911480042732377,0.0013835342487484492,-0.0005436524217415461,,-0.0012456141488523741,,,-0.01636295358470742,-0.00012076581101913892,-0.01307469871238645,,0.027060519899352733,,,,,,,,,,-0.006333872390868299,-0.0003477193214536042,0.003265270355031948,,-0.004413415026636264,,,,,,
2018-06-28,,,0.0036648751948500954,,,-0.0076193700090178,-0.004301979406360611,-0.0006296091272243493,,-0.0034254304781861805,,,-0.013620139718166741,-0.0019857144867427745,0.006415967300767607,,0.007054187107509199,,,,,,,,,,-0.004083820812978577,-0.001276448930965058,0.002201607337643985,,-0.0054099458148688315,,,,,,
2018-06-29,,,-0.0024584711730789243,,,-0.0072228277763757955,-0.0009209514148347672,0.0014692192900606419,,2.8804056250972132e-05,,,-0.018908499021082527,0.016818281969347867,0.0099154664917091,,0.010394486734095605,,,,,,,,,,-0.0029637341650881367,-0.004241463896084591,0.0024970843953744963,,-0.0039021727079957525,,,,,,
2018-07-02,,,0.004614029208139748,,,-0.004942752147050127,0.0017735104689290532,0.006972150938424019,,-0.0009528439876974183,,,-0.031390894272049316,0.012747755808201063,-0.011936403171208719,,-0.021812736593546076,,,,,,,,,,0.003459710632959379,0.0024237989111770292,0.009564286157125342,,0.0024711479074431882,,,,,,
2018-07-03,,,0.004868952764108048,,,-0.006417568851460224,0.0007367016239318527,0.005062935351876702,,-0.004308186280313212,,,-0.03216531609544719,0.004335707783148807,-0.023291287315696175,,-0.031926824834511994,,,,,,,,,,0.00013480191054227495,0.0007210914109902974,0.007221246155984603,,-3.791328438495e-05,,,,,,
2018-07-04,,,0.0034998169934161564,,,-0.0045292132515940735,-0.0008252373834023097,0.006080873735223983,,-0.007287772580815578,,,-0.027545115677459462,-0.017109305396826216,-0.02532437892534918,,-0.042551625927865586,,,,,,,,,,0.0009004643468394805,-0.0014730409093912968,0.006338673412430437,,-0.002267507263221453,,,,,,
2018-07-05,,,0.005651294593574843,,,-0.004146825822054766,0.0006916458110246503,0.006774756432318694,,-0.005946047226400586,,,-0.021048535626364384,-0.004806451495559431,-0.00802646454291309,,-0.019741854719457236,,,,,,,,,,0.003764830119839801,0.0007445244407320674,0.007251107599249978,,0.001607303487464884,,,,,,
2018-07-06,,,0.00011037656861333906,,,-0.006917621600031044,-0.0028075117716412335,0.009958264263563651,,-0.008163223949891793,,,-0.008967431117333394,-0.005577999203564506,0.018279861308218136,,-0.017232564319399964,,,,,,,,,,0.004293311187208723,0.0017799758515087063,0.008707443340723561,,0.0019142160665021539,,,,,,
2018-07-09,,,-0.005199056791241843,,,-0.0021575709913091426,-0.0014765722514343187,0.01307401853292498,,-0.005179876073467273,,,-0.01213592358571452,0.0007110419868916629,0.018633566289636028,,-0.003529416898281925,,,,,,,,,,0.006355043491978519,0.000997486145223511,0.008722828944694424,,0.0010292072757122467,,,,,,
2018-07-10,,,-0.0032795998673180336,,,0.001766281457373686,-0.0034690974838671967,0.011858161322820727,,-0.0035365939718516007,,,-0.0030168011141384426,-0.006643222743179461,0.009513396044104252,,-0.0002097124812417559,,,,,,,,,,0.008218513711486197,-0.0027414905414644463,0.00740307625750666,,-0.0010987255312839665,,,,,,
2018-07-11,,,-0.0035630812030936457,,,0.007328687175841294,0.001188832724356042,0.018761825080180553,,0.0025770055176274915,,,0.02306196214959115,0.0047100716674455265,0.02093490442891701,,0.020328140118766776,-0.004731802925825302,-0.0015067504898946891,-0.0005114578452934955,,0.00010430851369892462,,,,,0.010081403500529008,0.001969043886418707,0.010559578526681193,,0.002294991051035951,,,,,,
2018-07-12,,,0.001182861288682047,,,0.010832169231795573,-0.0012756552478087038,0.017915538381592405,,0.0028367850978886218,,,0.03613999344285975,-0.007485037421910657,0.00958908942217336,,0.004421705079173491,-0.0059854997186877925,0.0004086022405946763,-0.0003087579937906089,,0.0030990475588022364,,,,,0.01009688721006577,0.0016569626019220579,0.009418710144484577,,0.004095937272815639,,,,,,
2018-07-13,,,0.00015913614111890285,,,0.00952678195685358,0.0005770312458601922,0.013352346225761579,,0.0004553316791263433,,,0.025309717290280212,0.0023645082442263743,-0.004697637177572187,,0.0028572770885126678,-0.0064814682161407474,0.0013000962659839004,0.0022269431472865487,,0.002435399506136119,,,,,0.007105131642229923,6.773167387402636e-05,0.004477232280245159,,0.0027276473445084393,,,,,,
2018-07-16,,,0.000781583579793546,,,0.00909827962284828,0.00013715465494581122,0.011987179022105908,,0.0006280149016613876,,,0.017937056339602388,0.004162927929287866,0.0014286386749658153,,-0.00412381884498653,-0.007086419286599141,2.9519107317545953e-05,0.0019789059453963766,,0.0011457823089320567,,,,,0.007947015103469823,-0.0005059650906809,0.004366400677718872,,0.0052691330790704816,,,,,,
2018-07-17,,,-0.0023199462737455,,,0.010237840635425592,0.0024617284998201087,0.01246100436574303,,0.005585435334514865,,,0.019510258767825604,0.0074072556124807135,0.0033462659581131836,,0.009531293234982247,-0.006206250541120385,-0.0013394935372353586,-0.0003895934251901908,,-0.006517797485863742,,,,,0.008793056694230996,0.0007674430342955505,0.004956432680519121,,0.009149106041289297,,,,,,
2018-07-18,,,-0.003054913645005268,,,0.00955526186977241,-0.0004903635602508478,0.010119766830589922,,0.004291865556292911,,,0.013639702654340075,-0.010078786576464093,-0.0053179160736963,,0.010378397094712909,-0.003344941241197639,0.001221549281366376,0.0033196968251450686,,-0.004048692962253454,,,,,0.008035587691896736,0.0021384892227077333,0.004268855199520925,,0.008522872347689022,,,,,,
2018-07-19,,,-0.0010059452172553299,,,0.009223881472820057,-0.001060844559497843,0.011481798159837223,,0.008559845946619302,,,0.022364054615588137,8.122678091202157e-05,-0.0006463545602540689,,0.03297054162824544,-0.001249725875641644,0.000707947171833198,0.0022511631936747503,,-0.007142668726742196,,,,,0.004663628768643065,0.001161050498124412,0.002927060237922614,,0.00642714386964758,,,,,,
2018-07-20,,,-0.0022352804487519693,,,0.01407020524572965,0.00012550938514016574,0.011752380376257747,,0.009082047015546192,,,0.019128261912913024,-0.005484620094546379,-0.008001737302977572,,0.026888565668799307,-0.0034115480292202798,-0.0006581743644899331,0.00042491623617200676,,-0.00805448129848089,,,,,0.005192819546211785,0.0018461916540774704,0.0037952868557487233,,0.006477703268320477,,,,,,
2018-07-23,,,0.0003181280542553396,,,0.01413982690518423,0.005016898925685886,0.012208850940128422,,0.00817997984570468,,,0.026876223376655937,0.007627523698705589,-0.0016276232414232563,,0.01592819091783679,-0.0036865998561328873,-0.008067592006424236,0.0008424278122885066,,-0.006915586455912253,,,,,0.00415661567628921,0.0050771043779392995,0.0025382435026855403,,0.005354644600824758,,,,,,
2018-07-24,,,0.0019289146976413935,,,0.009977298564266669,-0.0004644496669260269,0.00644596178349909,,0.0050248010882848,,,0.0061793447262931955,0.005341267889501696,-0.02686772150955105,,0.009201466674103523,0.00642315565411641,0.001055776667580046,0.008301568397506884,,0.0005954375324741122,,,,,0.002476930377716608,-0.0010712497533758854,-0.0015827868059178284,,0.0013332716380688849,,,,,,
2018-07-25,,,-0.0008378009516033492,,,0.011599306242075426,0.0032191488996880426,0.007158650016091739,,0.006807091359563862,,,0.005077374491146677,0.017022645768640352,-0.02818521317542405,,0.013023901432309025,0.004861997660841408,-0.0023652637634630188,0.006318258545358208,,0.002227049751332337,,,,,0.0023326737031014485,-2.3141787304028823e-05,-0.002439742366994429,,0.00018218558316797392,,,,,,
2018-07-26,,,0.002035360263430306,,,0.008524043602237045,0.00013730715258210763,0.004830150779969197,,0.002446587992465809,,,-0.02411415513081107,-0.0005497381598128794,-0.03923319373229415,,-0.01276455638034516,0.008748274476500624,0.001013075547963699,0.0083993723739872,,0.007622610140997424,,,,,0.0016190678854578029,0.0008414803426325926,-0.002678835570787622,,-0.0013108012624554251,,,,,,
2018-07-27,,,0.0010020579656987532,,,0.005355436966729256,0.001509471498498818,0.0035625000232527224,,0.0059172209405795925,,,-0.03132390300931992,-0.013234758846644556,-0.03929159272495475,,0.00863294228418016,0.009606064165278266,0.002041253168015785,0.005995787633719578,,0.003673066721505398,,,,,-0.0017901678758210585,0.0018068360217876975,-0.004573555148692922,,-0.0004027407989384277,,,,,,
2018-07-30,,,0.004532937924065091,,,0.002016348546265133,0.0015155713039061605,0.00040940001811797097,,0.006147143299039199,,,-0.018731690123958453,0.002318042179016416,-0.036490770708146006,,0.012683060408641264,0.007804969130834712,-0.0010950024336821575,0.008191048972877172,,0.0025020961101271206,,,,,-0.004159761912919403,0.0006511604123281091,-0.006837047214340246,,-0.00010922891239671835,,,,,,
2018-07-31,,,0.002445159978987929,,,0.002699946958856627,0.001087493156025007,-0.0007643598493007023,,0.006029000848757124,,,-0.01536779059992739,0.007770270499458051,-0.040592766510157585,,-0.0008036277707040274,0.008386615555414612,0.0012064208955381533,0.008943096008190545,,0.00825536294409352,,,,,-0.006096444681391251,-0.0020867665657441727,-0.00834179660724159,,-0.000281411115297312,,,,,,
2018-08-01,,,0.006809660732238173,,,0.0007272260559468647,-0.0018465377922038523,-0.0022267871780735885,,0.0054519555850458075,,,-0.022059558460651232,-0.009962868126874549,-0.05238813400598149,,-0.003456425033212215,0.007007872519695283,0.004936443145883838,0.005492689121492086,,0.006528321882914539,,,,,-0.00463723632379721,-0.0017742233174284823,-0.009248603095399533,,0.001961896143846876,,,,,,
2018-08-02,,,0.011674133493251214,,,0.0037783725673926445,0.004112488639902859,0.0002247367109796563,,0.005294477740696241,,,-0.021625968730394796,0.020045954490685306,-0.03971147191248167,,-0.015179731818726904,-0.0001562184521468413,-0.0007576791596869564,-7.1779900604578e-05,,0.0015977292201190016,,,,,-0.0018955345089620049,0.00030492021866983016,-0.006374447478627076,,0.0019309919943917746,,,,,,
2018-08-03,,,0.010093227110545352,,,0.001485137904490466,0.00335252253660872,9.792433285749796e-05,,-0.0002595717545611129,,,-0.0466580941353783,-0.009195445003010868,-0.06302216274539545,,-0.04439582792729191,0.0007881374776925731,-0.00029141534589729003,0.0012984301977855745,,0.0026862674997069646,,,,,-0.0015411204579235435,0.0020626252324281607,-0.00569450585583875,,-0.0011118720510771727,,,,,,
2018-08-06,,,0.00886016668412883,,,-0.0013397999111353232,-0.0008115719964867693,-0.0025586023450802874,,-0.005290034073777493,,,-0.04278923384797685,-0.009474434710717829,-0.05091379702406065,,-0.03048612499325957,-0.0012537177847166897,0.0022321654202630712,0.002248510872342425,,0.0003973674994454718,,,,,-0.0030879897170763117,0.0004568605747608527,-0.008719481132144952,,-0.004164067299892819,,,,,,
2018-08-07,,,0.009078414953725982,,,-0.0030793416693547433,0.0024006462974624607,-0.0016558089551948298,,-0.0032630818675192233,,,-0.04904019364035737,0.001033855953083215,-0.03981122152579359,,-0.014017141107319248,-0.0027985494259510166,0.00017219334331258838,-0.0038767431169544316,,-0.0028022068349132616,,,,,-0.006327898974010206,0.0005359836546020787,-0.008846119573104903,,-0.00505172320036612,,,,,,
2018-08-08,,,0.008094346847820216,,,-0.004802315614915673,-0.003128376270915848,-0.002771532901232826,,-0.005111787664983995,,,-0.04361530976577723,-0.017948249494605467,-0.026934261454847532,,-0.014638270415259653,-0.00363588681346814,-0.0013365686440873215,-0.006381197485260458,,-0.002136917140467275,,,,,-0.006981681211649707,-0.0018633991097504075,-0.009439989731781957,,-0.006685519816201567,,,,,,
2018-08-09,,,-0.001230677331554001,,,-0.002814727068455606,-0.002562375006026053,-4.6634884563391e-05,,-0.0022031572007828633,,,-0.01917997079093997,-0.0013650482709983039,-0.003177298046772784,,-0.006021187520939737,-0.0036539791425492405,-0.0024088782701493735,-0.004656061703544079,,-0.0015007810648798156,,,,,-0.006423109695447231,-0.0026335525688473958,-0.008108920520582952,,-0.004207893738278984,,,,,,
2018-08-10,,,0.001983941055140188,,,-0.0003809765617600922,-0.001978596836213758,0.000701378274027949,,0.0026392682373295798,,,-0.023282945132359494,-0.0022804761784904516,-0.0010636155649329092,,-0.007155386575782062,0.0008900996273438745,-0.0008103840931672447,-0.0030956161432130224,,0.0012968356846975672,,,,,-0.005401175677907324,-0.0010004951251255637,-0.007596335058482829,,-0.0005727292009099338,,,,,,
2018-08-13,,,-0.0019991072779136734,,,4.012405698917606e-05,0.0020497365618160827,0.008224566001014455,,0.004245878415689005,,,-0.02984489455361046,0.007924124008081625,0.00011089852142632736,,-0.013842295107430125,0.0003521536480296619,-0.0009637622273389977,-0.0002856167880664164,,0.0017426184043176547,,,,,-0.004393036223523439,-0.0002978267509622073,-0.004504473263270478,,0.0004819812805347235,,,,,,
2018-08-14,,,0.002287199744639727,,,-0.0028771210523168647,6.217428350019201e-05,0.005620643446371714,,-0.0003876218583479682,,,-0.027104946707039747,0.0007088783054521228,-0.003330372862125391,,-0.035474234717138155,0.001112364700272278,0.0015153726269535373,-0.0004425697714159362,,0.002845420504295617,,,,,-0.004027075379079179,-0.001091667032874744,-0.0068978343454988685,,-0.0015570599197735257,,,,,,
2018-08-15,,,0.003470763834089047,,,-0.0017016714699732258,0.00034667010456983395,0.01031904234081501,,0.00019374168844558216,,,-0.030247799424958612,-0.009983344429046838,0.0029793755754846385,,-0.03312757713105713,-0.001429972246559081,0.00149555461533314,-0.0014639082256124169,,0.0018462313903366398,,,,,-0.003790425632388718,0.00018052382196365245,-0.0037811477122222962,,-0.000804090374997291,,,,,,
2018-08-16,,,0.0015738568956563063,,,-0.001950677006204639,0.002269048959905263,0.012339951410506497,,0.00041473761398716855,,,-0.020202063583258795,-0.005636791785684616,0.0015014202839072968,,-0.022856147097966076,-0.003950634053901465,0.0015518333235651368,-0.0007688510859867579,,-0.00043636929547192626,,,,,-0.0039208763513399175,0.0016543998084914508,-0.0026396918601985734,,-0.0015409434997717757,,,,,,
2018-08-17,,,0.004351593396023365,,,-0.002827971339858561,0.0004299238726865081,0.011419843923642708,,-0.0014477333951544418,,,-0.013401906478750458,-0.009058485364727736,0.013458403652588288,,-0.011692394538480694,-0.0021837114556127997,0.0020127214057403795,-0.0017474843145614395,,0.0003144690145268649,,,,,-0.006631472511205156,2.9432791062319317e-05,-0.0041867724786710725,,-0.004237440212345617,,,,,,
2018-08-20,,,-0.003951694474194759,,,-0.003265846223654908,-0.002995879328826453,0.009478430652991738,,-0.004681868935253651,,,0.0034661766016823173,-0.012551966388841493,0.028130297270397914,,-0.012274037685778753,-0.001682516978231573,-0.0023539033140266914,-0.0003622141798255624,,-0.005814764566477491,,,,,-0.006588220216687285,-0.0023302274334989696,-0.006126566624204011,,-0.003999599004245399,,,,,,
2018-08-21,,,-0.0031416023487792905,,,0.0007875207904540045,0.0004769345461546261,0.01202604779005778,,-0.0025429588790823244,,,0.015366031900817447,0.005307014644298306,0.033767341715447416,,0.01193067491370398,-0.001975771319030715,4.436053732432824e-05,0.0007646686177605769,,-0.004248427794141741,,,,,-0.0023756114298375,-0.0006124697363339636,-0.0032275608116712692,,-0.0013701376013331638,,,,,,
2018-08-22,,,-0.0003360425068565648,,,0.0013079314165403973,-8.989706367507125e-05,0.00904340515962112,,-0.0024218467050293965,,,0.019253501410183234,0.002643898203447912,0.02651354150732792,,0.004946524813227051,-0.0037034180417578463,-0.0013022244441835132,-0.003248066143311757,,-0.0034144475056752575,,,,,-0.0026462843033627837,-0.0007345321938568313,-0.003387813562182871,,-0.0026022371631541424,,,,,,
2018-08-23,,,-0.0021869920922869064,,,0.0033699270316590968,0.00019766901951724894,0.010719625127864871,,-0.002427956674624872,,,0.019528104389726804,0.0020562229089592632,0.024195741653412414,,-0.0005142993877571712,0.0004440200434287778,0.002211967162250507,-0.0017267887668787755,,-0.0037588930775227696,,,,,-0.0021611105149413642,-0.0007831908792542597,-0.0006909216372704598,,-0.00155468648872636,,,,,,
2018-08-24,,,0.004267623050965592,,,0.0028642416837529163,-0.0026704021143150844,0.009357212342843627,,-0.0011218308606012718,,,0.016813142246697804,-0.008449788544488038,0.010029608080480229,,-0.003072537517855094,-0.004279979345798309,-0.003997351664397357,-0.006270699209900967,,-0.0028162258971393393,,,,,-0.00011786301441437968,0.0005416838802352816,0.0019526727255792732,,-0.00047332401858210077,,,,,,
2018-08-27,,,-0.004017775048227427,,,0.009103400634094337,-0.0004979553031855115,0.008966473156419142,,0.001264613425362015,,,0.02670444957208864,0.008554218971677397,0.0320032711268162,,0.01261156040966063,0.001777623092651026,-0.0009371120613007992,-0.00014999850448162069,,0.00443797793616954,,,,,-0.00016441392749784459,6.62756648319197e-05,-0.0010685834528496503,,-0.0017379159016871152,,,,,,
2018-08-28,,,-0.001215216089963892,,,0.010698535193753038,0.0007659103221175653,0.00921533843560826,,0.0030802841994796086,,,0.027704572060308748,0.00019375212869629987,0.019059807260993596,,0.003281589196111598,0.0022924635351566393,0.0005199614556875835,-0.0011397612850193764,,0.0023773954195684247,,,,,-0.0021911043943972554,-0.001513652640066081,-0.0010307705041790037,,-0.00014368154197370877,,,,,,
2018-08-29,,,-0.0028794281619927992,,,0.01215398656756442,-0.0007680115613721721,0.009398382623883629,,0.004141518663160863,,,0.03356216568506068,-0.0024012871993848045,0.005373943257630526,,0.011462626317920672,0.0006099671903417055,-0.001275639888960008,0.001062657647791749,,0.0007370715943200706,,,,,-0.00043208159560264724,0.0007843905586618559,0.0013077234921668728,,0.00037651804232838586,,,,,,
2018-08-30,,,-0.0006634081391149859,,,0.01413530328825459,0.0018598083862168338,0.010614564135430838,,0.0055964906068689335,,,0.032314091769557254,-0.001567115187094164,0.017687587558792114,,0.016904607639683326,0.004279838044076199,0.0019184971491529822,0.0012480140152767425,,0.004976710956976238,,,,,-0.0012664209481909206,-0.0003778243460582474,-0.0004107101165502258,,-0.0006248527289760556,,,,,,
2018-08-31,,,-0.01118236142102721,,,0.01354577469494585,-0.0001678432694344558,0.011680084051650708,,0.003693549544115135,,,0.0337837918572171,0.003075058334992827,0.029524698173693784,,0.018388186164148564,0.0024301418917030892,0.0036331854520025263,0.003191789696499331,,0.002593825803409991,,,,,0.00018748296184397154,1.6169969958492337e-06,0.0004932987810023957,,0.0003050773988580507,,,,,,
2018-09-03,,,-0.01181055653096735,,,0.013517214767068356,0.0008689185395334711,0.01072808614098636,,0.008576787957441795,,,0.021541489250022115,0.00146650697529183,0.02793883410707783,,0.01285374515220052,0.00029703106924754364,5.83538257178968e-05,-0.0014701494956573672,,-0.000629563299406137,,,,,0.000517843395370469,0.0005008903225506532,0.0012478326024156438,,0.0019192695145815576,,,,,,
2018-09-04,,,-0.014845922120890689,,,0.011233820284544279,0.002380816496392781,0.010074137097100483,,0.008995623728185166,,,0.023947046354396026,0.009932597925505524,0.03275610691131253,,0.02623221179453895,-0.0005375134884694775,-0.000975220929454257,-0.0017717930932228563,,0.0005582129792515133,,,,,0.0012529367938878835,0.00022445220029250902,0.0015850578738711761,,-0.0015599793690979711,,,,,,
2018-09-05,,,-0.010762209531270701,,,0.008431164184786634,0.0007942816036548743,0.0043188792057567765,,0.009260799336009706,,,0.013357100769791836,0.0018775895052929612,-0.022913418491762857,,0.023141105145569038,0.001711210602520291,0.0017116899562093586,-0.0015300267365442519,,0.0002005918466915076,,,,,0.0007092125055361732,-0.0008506459398385604,0.0018669832838709877,,0.0009441606065168178,,,,,,
2018-09-06,,,-0.0053028014989133215,,,0.007604966272365745,0.0003712299142150669,3.9063198573503766e-06,,0.009029822806266687,,,0.013061559740341417,0.0015688511501504407,-0.05318408792173476,,0.017956269280728094,-0.0020673748355421466,-0.002114044408371492,-0.0015160449365704072,,-0.00048472783229863903,,,,,0.002676318773983392,0.0010929587054102526,0.001469325773559277,,0.0009241893937589722,,,,,,
2018-09-07,,,-0.00798524958042596,,,0.006509035902119239,0.00457533616498607,-0.0026333690392650517,,0.010473543257348197,,,-0.001299914980062095,-0.0007262615142374302,-0.05133191958896437,,0.01929175427147524,-0.0023730635505610437,0.0006674745729333745,-0.0009218037803739464,,-0.0011692139294193033,,,,,0.004166494110812132,0.0011494310212816117,-0.0007723893882657516,,0.0008230651779455048,,,,,,
2018-09-10,,,-0.004795121051510522,,,0.0033030708232462116,0.0019145624309229677,-0.00286844959065786,,0.00736818479202199,,,-0.0015046960793460218,0.010476438581677022,-0.06415574719189773,,0.012145761238734088,-4.971928355920508e-05,0.0017413293300309837,0.0011008257309997826,,0.0015497174304903774,,,,,0.00045005994879704575,-0.00270569221353205,-0.004603162770121686,,-0.0013544466539244329,,,,,,
2018-09-11,,,0.0016749448091398118,,,0.000586199711115542,0.0021854043027661587,-0.0028991243046840773,,0.004600679946038687,,,-0.01736497889759977,0.008615698891044157,-0.061325248772669746,,-0.0032109192891798637,-0.0016381918066825844,-0.001873592413333112,0.000560543460186842,,0.002398201820298979,,,,,0.004200243042448618,0.002448144616842574,-0.0014351198944126003,,0.003076234268589413,,,,,,
2018-09-12,,,0.0019439898921820077,,,-0.0021691587995225424,0.0009321603377582801,-0.0029515371245902792,,-0.00022882420127620054,,,-0.03332482879735764,-0.004429634171762394,-0.06657304732476031,,-0.011908573468937688,-0.0003636475849092043,0.0022222553125156677,-0.0010663358597679982,,0.0032898330573491313,,,,,0.002079671547579536,-0.0004550710585852749,-0.0032001121481039898,,-0.00016383590655560422,,,,,,
2018-09-13,,,0.005939359181050497,,,-0.0036890034935781637,0.0019338049805106155,-0.008106525953785002,,-0.0010884408790634312,,,-0.018394370912441216,0.00025776932099379034,-0.06751494373157449,,-0.0064382308219284555,-0.004266227295182336,-0.0024303782216950768,-0.00045967970036570174,,-0.0011162692755814151,,,,,0.0017557901735527192,0.0011796249106432325,-0.0038198334311068173,,0.0018763961347302957,,,,,,
2018-09-14,,,0.01219162160349862,,,0.0001840875955201051,0.0008231430767700902,-0.009148757935909487,,-0.00565635737670208,,,0.006615716523506836,-0.006065390505891347,-0.06165486082990441,,-0.019907862488022822,-0.00020320115827821635,0.003579571975923243,0.0024720369590547483,,0.0007386809721270458,,,,,0.0008972041803471166,-0.0013364916332414204,-0.0033772288367646362,,0.002243505116488672,,,,,,
2018-09-17,,,0.007536533934540732,,,0.0015257546850939699,-0.0005212377110112293,-0.007395733833908129,,-0.004104928547445164,,,0.010260509548260785,-0.006555738563539631,-0.05440981738939493,,-0.011295505454078422,-0.0021055810536019805,0.0007242923639175255,0.0006014842047386206,,-0.0026050925470980316,,,,,0.0022307214718596097,0.0021500562254727286,-0.004349787135662801,,0.0023513085701207547,,,,,,
2018-09-18,,,0.005135449794013706,,,0.0031543431186047627,-0.002230606311006933,-0.007295170400816046,,-0.0044902999391775,,,0.015594151550560587,0.002430483347134256,-0.04382225249735354,,-0.006927772546956812,-0.00206618669757017,-0.001586202312882692,0.0014381403489718018,,-0.005150538776387111,,,,,0.0012922210595021143,-0.0007620042254372468,-0.005040559299799435,,0.0006796953197943754,,,,,,
2018-09-19,,,0.0027514908249801585,,,-0.0013671621408798665,3.5651214386060934e-05,-0.004526125769750312,,-0.0016972863742457374,,,-0.01712052285654469,0.0005855977096718276,-0.03478370275816503,,-0.018221627788503312,0.0002691716889579575,-0.0021007276245157878,0.003735621656247309,,-0.00420496610370806,,,,,0.000551124783268051,0.0014233480375873014,-0.005071110066083058,,0.0022942528324286222,,,,,,
